isbn13,region,retailer,asin,title_name,authors,sales_rank,list_price,print_list_price,price,currency,rating,categories,pages,hours_to_read,total_words,publisher,release_date,imprint,isbn,language,download_options,supported_devices,timestamp,url
9780369704597,US,Kobo US,,A Dog Named Boo,Lisa J. Edwards,1273,,,7.990,USD,0,"Dogs, Home & Garden, Pets, Nature, Biography & Memoir, Science & Nature, Nonfiction",298,6 - 7,81k,Hanover Square Press,"July 6, 2021",Hanover Square Press,9780369704597,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:14,https://www.kobo.com/us/en/ebook/a-dog-named-boo-8
9780369703767,US,Kobo US,,Home Sweet Christmas,Susan Mallery,3007,,,9.990,USD,4.46,"Romance, Fiction & Literature, Contemporary",367,8 - 9,113k,HQN Books,"October 4, 2022",HQN Books,9780369703767,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:14,https://www.kobo.com/us/en/ebook/home-sweet-christmas-2
9780369703354,US,Kobo US,,Suddenly a Father,Melissa Senate,13067,,,5.990,USD,0,"Romance, Fiction & Literature, Westerns, Contemporary",410,8 - 9,111k,Harlequin,"June 29, 2021",Harlequin,9780369703354,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:12,https://www.kobo.com/us/en/ebook/suddenly-a-father-4
9780369704719,US,Kobo US,,Grave Secrets,Susan Gee Heino,530,,,3.990,USD,,"Romance, Mystery & Suspense, Religious, Romantic Suspense, Fiction & Literature",230,4 - 5,62k,Harlequin,"March 29, 2022",Inspirational Cold Case Collection,9780369704719,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:14,https://www.kobo.com/us/en/ebook/grave-secrets-15
9780369704870,US,Kobo US,,Wild Wicked Scot,Julia London,4313,,,7.990,USD,4.75,"Historical, Short Stories, Romance, Fiction & Literature",384,8 - 9,102k,HQN Books,"January 11, 2021",HQN Books,9780369704870,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:58:17,https://www.kobo.com/us/en/ebook/wild-wicked-scot-5
9780369704245,US,Kobo US,,Target on the Mountain,Elizabeth Goddard,11725,,,5.990,USD,5.0,"Religious, Fiction & Literature, Romantic Suspense, Romance",428,9 - 10,116k,Harlequin,"March 9, 2021",Love Inspired MMP 2in1 Mountain,9780369704245,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:49,https://www.kobo.com/us/en/ebook/target-on-the-mountain
9780369705730,US,Kobo US,,Dancing in the Moonlight,RaeAnne Thayne,422,,,6.990,USD,,"Romance, Fiction & Literature, Westerns, Contemporary",233,4 - 5,63k,Harlequin,"January 11, 2021",Harlequin Special Releases,9780369705730,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:22,https://www.kobo.com/us/en/ebook/dancing-in-the-moonlight-22
9780369705327,US,Kobo US,,The Pride of Jared MacKade,Nora Roberts,4325,,,6.990,USD,4.0,"Family Life, Romance, Contemporary Women, Contemporary, Fiction & Literature",384,4 - 5,57k,Silhouette,"February 22, 2021",Silhouette Special Releases,9780369705327,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:58,https://www.kobo.com/us/en/ebook/the-pride-of-jared-mackade-6
9780369704979,US,Kobo US,,What Happens in Suburbia…,Wendy Markham,28643,,,6.990,USD,0,"Contemporary Women, Romance, Fiction & Literature, Contemporary",274,5 - 6,74k,Graydon House Books,"June 14, 2021",Graydon House,9780369704979,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:58,https://www.kobo.com/us/en/ebook/what-happens-in-suburbia
9780369704627,US,Kobo US,,A Father's Redemption,Tracy Blalock,11724,,,4.990,USD,0,"Historical, Religious, Fiction & Literature, Romance",272,5 - 6,73k,Harlequin,"October 26, 2021",Inspirational Historical Collection,9780369704627,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:19,https://www.kobo.com/us/en/ebook/a-father-s-redemption
9780369703989,US,Kobo US,,No Reason to Trust,Tess Gerritsen,20712,,,5.990,USD,4.67,"Romance, Contemporary, Romantic Suspense",475,10 - 11,129k,Harlequin,"July 27, 2021",Harlequin,9780369703989,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:24,https://www.kobo.com/us/en/ebook/no-reason-to-trust
9780369704283,US,Kobo US,,Big Sky River,Linda Lael Miller,6006,,,9.990,USD,4.75,"Romance, Fiction & Literature, Westerns, Contemporary",384,6 - 7,80k,HQN Books,"October 12, 2020",HQN Books,9780369704283,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:51,https://www.kobo.com/us/en/ebook/big-sky-river-5
9780369704320,US,Kobo US,,Frontier Secrets,Anna Zogg,11716,,,4.990,USD,0,"Historical, Religious, Fiction & Literature, Romance",274,5 - 6,74k,Harlequin,"August 24, 2021",Inspirational Historical Collection,9780369704320,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:23,https://www.kobo.com/us/en/ebook/frontier-secrets
9780369704726,US,Kobo US,,Peril at the Peak,Jennifer Brown,11716,,,3.990,USD,5.0,"Religious, Fiction & Literature, Romantic Suspense, Romance",221,4 - 5,60k,Harlequin,"September 28, 2021",Inspirational Mountain Rescue Collection,9780369704726,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:23,https://www.kobo.com/us/en/ebook/peril-at-the-peak
9780369704030,US,Kobo US,,Honor's Promise and Dade,Sharon Sala,13068,,,5.990,USD,0,"Romance, Fiction & Literature, Westerns, Romantic Suspense",421,9 - 10,114k,Harlequin,"September 28, 2021",Harlequin,9780369704030,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:23,https://www.kobo.com/us/en/ebook/honor-s-promise-and-dade
9780369705389,US,Kobo US,,Her Cowboy's Twin Blessings and The Cowboy's Twin Surprise,Patricia Johns,485,,,5.990,USD,0,"Inspired Romance, Romance, Fiction & Literature, Westerns",415,8 - 9,112k,Harlequin,"April 13, 2021",Love Inspired MMP 2in1 Western (Western Collection),9780369705389,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:23,https://www.kobo.com/us/en/ebook/her-cowboy-s-twin-blessings-and-the-cowboy-s-twin-surprise
9780369704221,US,Kobo US,,Alaskan Mountain Pursuit,Elizabeth Goddard,11721,,,5.990,USD,0,"Religious, Fiction & Literature, Romantic Suspense, Romance",430,9 - 10,117k,Harlequin,"March 9, 2021",Love Inspired MMP 2in1 Mountain,9780369704221,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:59:20,https://www.kobo.com/us/en/ebook/alaskan-mountain-pursuit
9780369703965,US,Kobo US,,Breaking His Rules,Lori Foster,641,,,5.990,USD,5.0,"Saga, Fiction & Literature, Contemporary, Romance",446,9 - 10,121k,Harlequin,"May 25, 2021",Harlequin,9780369703965,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:20,https://www.kobo.com/us/en/ebook/breaking-his-rules-6
9780369704504,US,Kobo US,,A Woman Like Annie,Inglath Cooper,24046,,,4.990,USD,0,"Romance, Contemporary, Romantic Suspense, Science Fiction & Fantasy",236,4 - 5,64k,Harlequin,"November 9, 2020",Harlequin Special Releases,9780369704504,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:58:22,https://www.kobo.com/us/en/ebook/a-woman-like-annie-3
9780369704375,US,Kobo US,,Christmas Homecoming Secrets,Lynette Eason,4156,,,4.990,USD,4.62,"Religious, Fiction & Literature, Romantic Suspense, Romance",224,4 - 5,60k,Harlequin,"October 12, 2020",Love Inspired Suspense,9780369704375,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:59:58,https://www.kobo.com/us/en/ebook/christmas-homecoming-secrets
9780369705051,US,Kobo US,,Keeper's Reach,Carla Neggers,33243,,,7.990,USD,5.0,"Thrillers, Romance, Mystery & Suspense, Romantic Suspense, Contemporary",400,6 - 7,86k,MIRA Books,"February 22, 2021",MIRA,9780369705051,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 18:00:30,https://www.kobo.com/us/en/ebook/keeper-s-reach-5
9780369705990,US,Kobo US,,The Rough Rider,Maisey Yates,4772,,,5.990,USD,4.75,"Romance, Fiction & Literature, Westerns, Contemporary",384,7 - 8,91k,Harlequin,"July 25, 2023",Canary Street Press,9780369705990,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:06,https://www.kobo.com/us/en/ebook/the-rough-rider
9780369703927,US,Kobo US,,One More Night,Brenda Jackson,140,,,5.990,USD,5.0,"Romance, Fiction & Literature, Westerns, Contemporary",364,7 - 8,99k,Harlequin,"March 9, 2021",Harlequin,9780369703927,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 18:00:08,https://www.kobo.com/us/en/ebook/one-more-night-26
9780369704016,US,Kobo US,,Follow Her Heart,Marta Perry,8368,,,5.990,USD,0,"Inspired Romance, Romance, Fiction & Literature, Westerns",436,9 - 10,118k,Harlequin,"July 27, 2021",Harlequin,9780369704016,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:25,https://www.kobo.com/us/en/ebook/follow-her-heart-2
9780369704641,US,Kobo US,,Wagon Train Wedding,Rhonda Gibson,6277,,,4.990,USD,0,"Historical, Religious, Fiction & Literature, Romance",276,5 - 6,75k,Harlequin,"August 24, 2021",Inspirational Historical Collection,9780369704641,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:30,https://www.kobo.com/us/en/ebook/wagon-train-wedding-1
9780369703637,US,Kobo US,,When Sparks Fly,Jo McNally,1862,,,4.990,USD,4.0,"Romance, Fiction & Literature, Contemporary",384,9 - 10,119k,HQN Books,"August 9, 2022",HQN Books,9780369703637,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:59,https://www.kobo.com/us/en/ebook/when-sparks-fly-17
9780369705440,US,Kobo US,,The Last Straw,Sharon Sala,10024,,,9.990,USD,4.67,"Thrillers, Romance, Mystery & Suspense, Romantic Suspense, Contemporary",400,6 - 7,84k,MIRA Books,"February 23, 2021",MIRA,9780369705440,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:58:28,https://www.kobo.com/us/en/ebook/the-last-straw-15
9780369704405,US,Kobo US,,Saddle Up,A.M. Arthur,7982,,,1.990,USD,4.22,"Romance, Fiction & Literature, Westerns, Contemporary",278,7 - 8,93k,Harlequin,"November 9, 2020",Carina Press,9780369704405,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:31,https://www.kobo.com/us/en/ebook/saddle-up-21
9780369705747,US,Kobo US,,King's Ransom,Sharon Sala,2590,,,3.990,USD,4.57,"Thrillers, Romance, Mystery & Suspense, Romantic Suspense, Contemporary",229,4 - 5,62k,Harlequin,"January 11, 2021",Harlequin Special Releases,9780369705747,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:31,https://www.kobo.com/us/en/ebook/king-s-ransom-28
9780369704863,US,Kobo US,,Second Chance,Gena Showalter,8701,,,12.990,USD,3.75,"New Adult, Romance, Fiction & Literature, Contemporary",384,8 - 9,104k,HQN Books,"January 11, 2021",HQN Books,9780369704863,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:59:32,https://www.kobo.com/us/en/ebook/second-chance-242
9780369704900,US,Kobo US,,Hard-Hearted Highlander,Julia London,16154,,,8.990,USD,4.5,"Historical, Romance",384,7 - 8,99k,HQN Books,"March 15, 2021",HQN Books,9780369704900,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:31,https://www.kobo.com/us/en/ebook/hard-hearted-highlander-4
9780369704696,US,Kobo US,,Justice Overdue,Lisa Childs,11720,,,3.990,USD,4.5,"Romance, Mystery & Suspense, Religious, Romantic Suspense, Fiction & Literature",223,4 - 5,60k,Harlequin,"November 30, 2021",Inspirational Cold Case Collection,9780369704696,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:26,https://www.kobo.com/us/en/ebook/justice-overdue
9780369705198,US,Kobo US,,Saving Max,Antoinette van Heugten,28642,,,12.990,USD,0,"Literary, Thrillers, Contemporary Women, Mystery & Suspense, Fiction & Literature",400,8 - 9,103k,MIRA Books,"June 14, 2021",MIRA,9780369705198,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:27,https://www.kobo.com/us/en/ebook/saving-max-6
9780369704290,US,Kobo US,,Big Sky Summer,Linda Lael Miller,7983,,,9.990,USD,5.0,"Romance, Fiction & Literature, Westerns, Contemporary",384,6 - 7,81k,HQN Books,"November 16, 2020",HQN Books,9780369704290,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 18:00:08,https://www.kobo.com/us/en/ebook/big-sky-summer-4
9780369704795,US,Kobo US,,The Widows of Champagne,Renee Ryan,3701,,,11.990,USD,4.0,"Historical, Religious, Fiction & Literature",371,7 - 8,101k,Harlequin,"July 27, 2021",Love Inspired Trade,9780369704795,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:39,https://www.kobo.com/us/en/ebook/the-widows-of-champagne
9780369704115,US,Kobo US,,King's Ransom and Nate,Sharon Sala,7983,,,5.990,USD,4.0,"Romance, Fiction & Literature, Westerns, Romantic Suspense",431,9 - 10,117k,Harlequin,"January 25, 2022",Harlequin,9780369704115,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:13,https://www.kobo.com/us/en/ebook/king-s-ransom-and-nate
9780369704382,US,Kobo US,,High-Stakes Holiday Reunion,Christy Barritt,6268,,,4.990,USD,4.67,"Religious, Fiction & Literature, Romantic Suspense, Romance",224,4 - 5,60k,Harlequin,"November 9, 2020",Love Inspired Suspense,9780369704382,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 18:00:18,https://www.kobo.com/us/en/ebook/high-stakes-holiday-reunion-3
9780369704689,US,Kobo US,,Danger Next Door,Donna Alward,11720,,,3.990,USD,0,"Romance, Mystery & Suspense, Religious, Romantic Suspense, Fiction & Literature",229,4 - 5,62k,Harlequin,"November 30, 2021",Inspirational Cold Case Collection,9780369704689,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:31,https://www.kobo.com/us/en/ebook/danger-next-door-2
9780369704832,US,Kobo US,,Radar Girls,Sara Ackerman,1757,,,14.490,USD,4.52,"Historical, Fiction & Literature, Military",400,7 - 8,95k,MIRA Books,"July 27, 2021",MIRA,9780369704832,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:35,https://www.kobo.com/us/en/ebook/radar-girls
9780369704962,US,Kobo US,,Happily Ever After All,Wendy Markham,18459,,,6.990,USD,0,"Contemporary Women, Romance, Fiction & Literature, Contemporary",303,6 - 7,82k,Graydon House Books,"May 10, 2021",Graydon House,9780369704962,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:08,https://www.kobo.com/us/en/ebook/happily-ever-after-all
9780369705396,US,Kobo US,,The Rancher's Legacy and The Texan's Secret Daughter,Jessica Keller,8373,,,5.990,USD,0,"Inspired Romance, Romance, Contemporary",418,8 - 9,113k,Harlequin,"April 13, 2021",Love Inspired MMP 2in1 Western (Western Collection),9780369705396,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:34,https://www.kobo.com/us/en/ebook/the-rancher-s-legacy-and-the-texan-s-secret-daughter
9780369705464,US,Kobo US,,My Darling Husband,Kimberly Belle,11658,,,14.990,USD,4.10,"Thrillers, Mystery & Suspense, Fiction & Literature",300,7 - 8,93k,Park Row Books,"December 28, 2021",Park Row,9780369705464,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:41,https://www.kobo.com/us/en/ebook/my-darling-husband
9780369704450,US,Kobo US,,Conceal,Janie Crouch,7181,,,4.990,USD,5.0,"Mystery & Suspense, Police Procedural, Romantic Suspense, Romance",221,4 - 5,60k,Harlequin,"October 12, 2020",Harlequin Special Releases,9780369704450,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:59:41,https://www.kobo.com/us/en/ebook/conceal-3
9780369705082,US,Kobo US,,A Lady of Expectations,Stephanie Laurens,6386,,,6.990,USD,4.22,"Historical, Short Stories, Romance, Fiction & Literature",400,6 - 7,88k,MIRA Books,"February 22, 2021",MIRA,9780369705082,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:59:41,https://www.kobo.com/us/en/ebook/a-lady-of-expectations-6
9780369705426,US,Kobo US,,Dirty Plays,Emma Salah,8735,,,1.990,USD,4.0,"Romance, Contemporary",285,5 - 6,77k,Carina Press,"June 8, 2021",Carina Press,9780369705426,English,EPUB 3 (DRM-Free),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:38,https://www.kobo.com/us/en/ebook/dirty-plays
9780369704177,US,Kobo US,,Riley and Lone Star Lovers,Lori Foster,24049,,,6.990,USD,0,"Romance, Contemporary, Romantic Suspense",,,,Harlequin,"March 29, 2022",Harlequin,9780369704177,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:31,https://www.kobo.com/us/en/ebook/riley-and-lone-star-lovers
9780369704214,US,Kobo US,,Jordan and His Secretary's Surprise Fiancé,Lori Foster,834,,,5.990,USD,0,"Saga, Romance, Entertainment, Anthologies, Contemporary, Nonfiction, Fiction & Literature, Drama",347,8 - 9,107k,Harlequin,"May 24, 2022",Harlequin,9780369704214,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:33,https://www.kobo.com/us/en/ebook/jordan-and-his-secretary-s-surprise-fiance
9780369704566,US,Kobo US,,Silver in the Mist,Emily Victoria,470,,,7.990,USD,4.5,"Teen, Kids, Young Adult - YA, Fantasy, Fantasy and Magic",304,6 - 7,86k,Inkyard Press,"November 1, 2022",Inkyard Press,9780369704566,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:18,https://www.kobo.com/us/en/ebook/silver-in-the-mist
9780369705624,US,Kobo US,,The Kindred,Alechia Dow,989,,,10.490,USD,4.0,"Teen, Science Fiction, Kids, Young Adult - YA, General Fiction",304,8 - 9,102k,Inkyard Press,"January 4, 2022",Inkyard Press,9780369705624,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:48,https://www.kobo.com/us/en/ebook/the-kindred-11
9780369704764,US,Kobo US,,Wildfire Threat,Cathy McDavid,7209,,,3.990,USD,4.0,"Religious, Fiction & Literature, Romantic Suspense, Romance",223,4 - 5,60k,Harlequin,"May 24, 2022",Inspirational Mountain Rescue Collection,9780369704764,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:20,https://www.kobo.com/us/en/ebook/wildfire-threat
9780369705518,US,Kobo US,,The Accused,Jana DeLeon,14415,,,4.990,USD,4.57,"Mystery & Suspense, Thrillers, Romance, Romantic Suspense",256,4 - 5,61k,Harlequin,"February 8, 2021",Harlequin Intrigue,9780369705518,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 18:00:27,https://www.kobo.com/us/en/ebook/the-accused-23
9780369704047,US,Kobo US,,Stern and Playing with Desire,Brenda Jackson,13067,,,5.990,USD,0,"Romance, Fiction & Literature, Westerns, Contemporary",410,8 - 9,111k,Harlequin,"September 28, 2021",Harlequin,9780369704047,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:52,https://www.kobo.com/us/en/ebook/stern-and-playing-with-desire
9780369705709,US,Kobo US,,Night Heat,Brenda Jackson,2757,,,1.990,USD,5.0,"Saga, Fiction & Literature, Contemporary, Romance",242,4 - 5,65k,Harlequin,"February 8, 2021",Harlequin Special Releases,9780369705709,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:41,https://www.kobo.com/us/en/ebook/night-heat-17
9780369704733,US,Kobo US,,Smoky Mountain Danger,April Arrington,11720,,,3.990,USD,5.0,"Religious, Fiction & Literature, Romantic Suspense, Romance",212,4 - 5,57k,Harlequin,"September 28, 2021",Inspirational Mountain Rescue Collection,9780369704733,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:16,https://www.kobo.com/us/en/ebook/smoky-mountain-danger
9780369705617,US,Kobo US,,This Is Why We Lie,Gabriella Lepore,8774,,,5.990,USD,0,"Teen, Kids, Social Issues, Young Adult - YA, General Fiction",304,4 - 5,62k,Inkyard Press,"September 21, 2021",Inkyard Press,9780369705617,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:39,https://www.kobo.com/us/en/ebook/this-is-why-we-lie
9780369705914,US,Kobo US,,Her Holiday Family and The Sheriff's Christmas Twins,Winnie Griggs,8376,,,5.990,USD,0,"Inspired Romance, Romance",512,12 - 13,154k,Harlequin,"November 30, 2021",Love Inspired Classics,9780369705914,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:53,https://www.kobo.com/us/en/ebook/her-holiday-family-and-the-sheriff-s-christmas-twins
9780369705655,US,Kobo US,,You Truly Assumed,Laila Sabreen,4047,,,8.990,USD,4.40,"Young Adult - YA, Kids, Social Issues, Teen",304,6 - 7,89k,Inkyard Press,"February 8, 2022",Inkyard Press,9780369705655,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:48,https://www.kobo.com/us/en/ebook/you-truly-assumed
9780369705525,US,Kobo US,,The Betrayed,Jana DeLeon,11768,,,4.990,USD,4.78,"Paranormal, Romance, Romantic Suspense",256,4 - 5,59k,Harlequin,"March 8, 2021",Harlequin Intrigue,9780369705525,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:59:49,https://www.kobo.com/us/en/ebook/the-betrayed-32
9780369705556,US,Kobo US,,Race Against Time,Christy Barritt,11721,,,4.990,USD,5.0,"Religious, Fiction & Literature, Romantic Suspense, Romance",224,4 - 5,58k,Harlequin,"February 8, 2021",Love Inspired Suspense,9780369705556,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:59:44,https://www.kobo.com/us/en/ebook/race-against-time-23
9780369705013,US,Kobo US,,The McKettrick Way and A Baby and a Betrothal,Linda Lael Miller,90419,,,5.990,USD,5.0,"Romance, Fiction & Literature, Contemporary",461,9 - 10,125k,Harlequin,"December 28, 2021",Harlequin,9780369705013,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:37,https://www.kobo.com/us/en/ebook/the-mckettrick-way-and-a-baby-and-a-betrothal
9780369706195,US,Kobo US,,Suspicious & A Hero of Her Own,Heather Graham,1037,,,4.990,USD,4.0,"Short Stories, Romance, Romantic Suspense, Contemporary, Fiction & Literature",433,9 - 10,117k,Harlequin,"December 29, 2020",Harlequin Red Diamond Collection,9780369706195,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:58:38,https://www.kobo.com/us/en/ebook/suspicious-a-hero-of-her-own
9780369705549,US,Kobo US,,True Blue K-9 Unit Collection Vol 1,Dana Mentink,4430,,,9.990,USD,4.33,"Religious, Fiction & Literature, Romantic Suspense, Romance",,,,Harlequin,"January 11, 2021",Love Inspired Suspense,9780369705549,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 18:00:29,https://www.kobo.com/us/en/ebook/true-blue-k-9-unit-collection-vol-1
9780369705150,US,Kobo US,,92 Pacific Boulevard,Debbie Macomber,7875,,,14.990,USD,4.78,"Family Life, Fiction & Literature, Contemporary, Romance",400,7 - 8,91k,MIRA Books,"April 12, 2021",MIRA,9780369705150,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:56,https://www.kobo.com/us/en/ebook/92-pacific-boulevard-10
9780369704252,US,Kobo US,,Dangerous Mountain Mission,Sharon Dunn,11724,,,5.990,USD,5.0,"Religious, Fiction & Literature, Romantic Suspense, Romance",422,9 - 10,115k,Harlequin,"March 9, 2021",Love Inspired MMP 2in1 Mountain,9780369704252,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:59:26,https://www.kobo.com/us/en/ebook/dangerous-mountain-mission
9780369705303,US,Kobo US,,The Truth According to Ginny Moon,Benjamin Ludwig,2115,,,12.490,USD,4.48,"Literary, Family Life, Fiction & Literature, Coming of Age",347,7 - 8,94k,Park Row Books,"April 12, 2021",Park Row,9780369705303,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 18:00:37,https://www.kobo.com/us/en/ebook/the-truth-according-to-ginny-moon
9780369706379,US,Kobo US,,An Island Princess Starts a Scandal,Adriana Herrera,358,,,10.990,USD,4.40,"Historical, Lesbian, Romance, LGBT",384,8 - 9,111k,Harlequin,"May 30, 2023",Canary Street Press,9780369706379,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:58:59,https://www.kobo.com/us/en/ebook/an-island-princess-starts-a-scandal
